date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2010/1/3 23:00,73,0,0,0,NW,0,0,0
2010/1/4 0:00,79,0,0,0,NW,0,0,0
2010/1/4 1:00,58,0,0,0,NW,0,0,0
2010/1/4 2:00,25,0,0,0,NW,0,0,0
2010/1/4 3:00,26,0,0,0,NW,0,0,0
2010/1/4 4:00,28,0,0,0,NW,0,0,0
2010/1/4 5:00,26,0,0,0,NW,0,0,0
2010/1/4 6:00,20,0,0,0,NW,0,0,0
2010/1/4 7:00,29,0,0,0,NW,0,0,0
2010/1/4 8:00,26,0,0,0,NW,0,0,0
2010/1/4 9:00,27,0,0,0,NW,0,0,0
2010/1/4 10:00,27,0,0,0,NW,0,0,0
2010/1/4 11:00,25,0,0,0,NW,0,0,0
2010/1/4 12:00,29,0,0,0,NW,0,0,0
2010/1/4 13:00,32,0,0,0,NW,0,0,0
2010/1/4 14:00,28,0,0,0,NW,0,0,0
2010/1/4 15:00,29,0,0,0,NW,0,0,0
2010/1/4 16:00,30,0,0,0,NW,0,0,0
2010/1/4 17:00,30,0,0,0,NW,0,0,0
2010/1/4 18:00,28,0,0,0,NW,0,0,0
2010/1/4 19:00,26,0,0,0,NW,0,0,0
2010/1/4 20:00,31,0,0,0,NW,0,0,0
2010/1/4 21:00,33,0,0,0,NW,0,0,0
2010/1/4 22:00,29,0,0,0,NW,0,0,0
2010/1/4 23:00,31,0,0,0,NW,0,0,0
2010/1/5 0:00,30,0,0,0,NW,0,0,0
2010/1/5 1:00,34,0,0,0,NW,0,0,0
2010/1/5 2:00,27,0,0,0,NW,0,0,0
2010/1/5 3:00,25,0,0,0,NW,0,0,0
2010/1/5 4:00,28,0,0,0,NW,0,0,0
2010/1/5 5:00,28,0,0,0,NE,0,0,0
2010/1/5 6:00,27,0,0,0,NE,0,0,0
2010/1/5 7:00,27,0,0,0,NE,0,0,0
2010/1/5 8:00,27,0,0,0,NE,0,0,0
2010/1/5 9:00,29,0,0,0,NE,0,0,0
2010/1/5 10:00,36,0,0,0,NE,0,0,0
2010/1/5 11:00,30,0,0,0,NE,0,0,0
2010/1/5 12:00,27,0,0,0,NE,0,0,0
2010/1/5 13:00,39,0,0,0,NE,0,0,0
2010/1/5 14:00,41,0,0,0,cv,0,0,0
2010/1/5 15:00,33,0,0,0,NW,0,0,0
2010/1/5 16:00,50,0,0,0,NW,0,0,0
2010/1/5 17:00,56,0,0,0,NW,0,0,0
2010/1/5 18:00,59,0,0,0,NW,0,0,0
2010/1/5 19:00,60,0,0,0,NW,0,0,0
2010/1/5 20:00,84,0,0,0,NW,0,0,0
2010/1/5 21:00,106,0,0,0,NW,0,0,0
2010/1/5 22:00,66,0,0,0,NW,0,0,0
2010/1/5 23:00,50,0,0,0,NW,0,0,0
2010/1/6 0:00,56,0,0,0,NW,0,0,0
2010/1/6 1:00,77,0,0,0,NE,0,0,0
2010/1/6 2:00,50,0,0,0,NE,0,0,0
2010/1/6 3:00,44,0,0,0,NE,0,0,0
2010/1/6 4:00,27,0,0,0,NE,0,0,0
2010/1/6 5:00,28,0,0,0,NE,0,0,0
2010/1/6 6:00,21,0,0,0,NE,0,0,0
2010/1/6 7:00,25,0,0,0,NE,0,0,0
2010/1/6 8:00,20,0,0,0,NE,0,0,0
2010/1/6 9:00,29,0,0,0,NE,0,0,0
2010/1/6 10:00,34,0,0,0,NE,0,0,0
2010/1/6 11:00,42,0,0,0,NE,0,0,0
2010/1/6 12:00,28,0,0,0,NE,0,0,0
2010/1/6 13:00,36,0,0,0,NW,0,0,0
2010/1/6 14:00,48,0,0,0,NW,0,0,0
2010/1/6 15:00,49,0,0,0,cv,0,0,0
2010/1/6 16:00,52,0,0,0,NW,0,0,0
2010/1/6 17:00,56,0,0,0,NW,0,0,0
2010/1/6 18:00,96,0,0,0,NW,0,0,0
2010/1/6 19:00,75,0,0,0,cv,0,0,0
2010/1/6 20:00,105,0,0,0,NW,0,0,0
2010/1/6 21:00,132,0,0,0,NW,0,0,0
2010/1/6 22:00,93,0,0,0,NW,0,0,0
2010/1/6 23:00,131,0,0,0,NW,0,0,0
2010/1/7 0:00,127,0,0,0,NW,0,0,0
2010/1/7 1:00,130,0,0,0,cv,0,0,0
2010/1/7 2:00,43,0,0,0,cv,0,0,0
2010/1/7 3:00,37,0,0,0,NW,0,0,0
2010/1/7 4:00,30,0,0,0,NW,0,0,0
2010/1/7 5:00,28,0,0,0,NW,0,0,0
2010/1/7 6:00,24,0,0,0,NW,0,0,0
2010/1/7 7:00,23,0,0,0,NE,0,0,0
2010/1/7 8:00,24,0,0,0,NW,0,0,0
2010/1/7 9:00,27,0,0,0,NW,0,0,0
2010/1/7 10:00,40,0,0,0,NW,0,0,0
2010/1/7 11:00,42,0,0,0,NW,0,0,0
2010/1/7 12:00,42,0,0,0,NW,0,0,0
2010/1/7 13:00,55,0,0,0,NW,0,0,0
2010/1/7 14:00,52,0,0,0,NW,0,0,0
2010/1/7 15:00,51,0,0,0,NW,0,0,0
2010/1/7 16:00,57,0,0,0,NW,0,0,0
2010/1/7 17:00,50,0,0,0,NW,0,0,0
2010/1/7 18:00,54,0,0,0,NE,0,0,0
2010/1/7 19:00,67,0,0,0,NW,0,0,0
2010/1/7 20:00,106,0,0,0,NE,0,0,0
2010/1/7 21:00,159,0,0,0,cv,0,0,0
2010/1/7 22:00,198,0,0,0,cv,0,0,0
2010/1/7 23:00,190,0,0,0,cv,0,0,0
2010/1/8 0:00,210,0,0,0,NW,0,0,0
2010/1/8 1:00,195,0,0,0,NW,0,0,0
2010/1/8 2:00,275,0,0,0,NE,0,0,0
2010/1/8 3:00,164,0,0,0,SE,0,0,0
2010/1/8 4:00,110,0,0,0,cv,0,0,0
2010/1/8 5:00,100,0,0,0,cv,0,0,0
2010/1/8 6:00,81,0,0,0,NW,0,0,0
2010/1/8 7:00,71,0,0,0,NE,0,0,0
2010/1/8 8:00,66,0,0,0,SE,0,0,0
2010/1/8 9:00,92,0,0,0,SE,0,0,0
2010/1/8 10:00,135,0,0,0,NE,0,0,0
2010/1/8 11:00,155,0,0,0,cv,0,0,0
2010/1/8 12:00,198,0,0,0,SE,0,0,0
2010/1/8 13:00,250,0,0,0,SE,0,0,0
2010/1/8 14:00,200,0,0,0,cv,0,0,0
2010/1/8 15:00,231,0,0,0,cv,0,0,0
2010/1/8 16:00,250,0,0,0,cv,0,0,0
2010/1/8 17:00,212,0,0,0,SE,0,0,0
2010/1/8 18:00,219,0,0,0,cv,0,0,0
2010/1/8 19:00,227,0,0,0,cv,0,0,0
2010/1/8 20:00,226,0,0,0,cv,0,0,0
2010/1/8 21:00,225,0,0,0,NW,0,0,0
2010/1/8 22:00,168,0,0,0,NW,0,0,0
2010/1/8 23:00,169,0,0,0,NW,0,0,0
2010/1/9 0:00,165,0,0,0,cv,0,0,0
2010/1/9 1:00,159,0,0,0,NW,0,0,0
2010/1/9 2:00,167,0,0,0,NW,0,0,0
2010/1/9 3:00,196,0,0,0,NW,0,0,0
2010/1/9 4:00,169,0,0,0,NW,0,0,0
2010/1/9 5:00,155,0,0,0,NW,0,0,0
2010/1/9 6:00,119,0,0,0,NW,0,0,0
2010/1/9 7:00,106,0,0,0,NW,0,0,0
2010/1/9 8:00,93,0,0,0,NW,0,0,0
2010/1/9 9:00,84,0,0,0,NE,0,0,0
2010/1/9 10:00,73,0,0,0,NE,0,0,0
2010/1/9 11:00,66,0,0,0,NE,0,0,0
2010/1/9 12:00,40,0,0,0,NE,0,0,0
2010/1/9 13:00,49,0,0,0,NE,0,0,0
2010/1/9 14:00,50,0,0,0,NE,0,0,0
2010/1/9 15:00,49,0,0,0,NE,0,0,0
2010/1/9 16:00,41,0,0,0,NE,0,0,0
2010/1/9 17:00,37,0,0,0,NW,0,0,0
2010/1/9 18:00,45,0,0,0,NE,0,0,0
2010/1/9 19:00,44,0,0,0,NW,0,0,0
2010/1/9 20:00,54,0,0,0,NW,0,0,0
2010/1/9 21:00,50,0,0,0,NE,0,0,0
2010/1/9 22:00,47,0,0,0,cv,0,0,0
2010/1/9 23:00,66,0,0,0,cv,0,0,0
2010/1/10 0:00,75,0,0,0,NW,0,0,0
2010/1/10 1:00,82,0,0,0,NW,0,0,0
2010/1/10 2:00,66,0,0,0,NW,0,0,0
2010/1/10 3:00,83,0,0,0,NW,0,0,0
2010/1/10 4:00,62,0,0,0,NW,0,0,0
2010/1/10 5:00,40,0,0,0,NW,0,0,0
2010/1/10 6:00,23,0,0,0,NW,0,0,0
2010/1/10 7:00,25,0,0,0,NW,0,0,0
2010/1/10 8:00,27,0,0,0,NW,0,0,0
2010/1/10 9:00,35,0,0,0,NW,0,0,0
2010/1/10 10:00,50,0,0,0,NE,0,0,0
2010/1/10 11:00,70,0,0,0,NW,0,0,0
2010/1/10 12:00,75,0,0,0,NW,0,0,0
2010/1/10 13:00,58,0,0,0,NW,0,0,0
2010/1/10 14:00,70,0,0,0,NW,0,0,0
2010/1/10 15:00,68,0,0,0,NW,0,0,0
2010/1/10 16:00,71,0,0,0,NW,0,0,0
2010/1/10 17:00,88,0,0,0,NW,0,0,0
2010/1/10 18:00,84,0,0,0,NW,0,0,0
2010/1/10 19:00,83,0,0,0,NW,0,0,0
2010/1/10 20:00,66,0,0,0,NW,0,0,0
2010/1/10 21:00,27,0,0,0,NW,0,0,0
2010/1/10 22:00,24,0,0,0,NW,0,0,0
2010/1/10 23:00,22,0,0,0,NW,0,0,0
2010/1/11 0:00,23,0,0,0,NW,0,0,0
2010/1/11 1:00,27,0,0,0,cv,0,0,0
2010/1/11 2:00,23,0,0,0,NW,0,0,0
2010/1/11 3:00,17,0,0,0,NW,0,0,0
2010/1/11 4:00,17,0,0,0,NE,0,0,0
2010/1/11 5:00,16,0,0,0,NW,0,0,0
2010/1/11 6:00,16,0,0,0,NE,0,0,0
2010/1/11 7:00,20,0,0,0,NW,0,0,0
2010/1/11 8:00,20,0,0,0,NW,0,0,0
2010/1/11 9:00,18,0,0,0,NW,0,0,0
2010/1/11 10:00,25,0,0,0,NW,0,0,0
2010/1/11 11:00,26,0,0,0,NW,0,0,0
2010/1/11 12:00,27,0,0,0,NW,0,0,0
2010/1/11 13:00,28,0,0,0,NW,0,0,0
2010/1/11 14:00,15,0,0,0,NW,0,0,0
2010/1/11 15:00,24,0,0,0,NW,0,0,0
2010/1/11 16:00,13,0,0,0,NW,0,0,0
2010/1/11 17:00,13,0,0,0,NW,0,0,0
2010/1/11 18:00,13,0,0,0,NW,0,0,0
2010/1/11 19:00,17,0,0,0,NW,0,0,0
2010/1/11 20:00,20,0,0,0,NW,0,0,0
2010/1/11 21:00,27,0,0,0,NW,0,0,0
2010/1/11 22:00,20,0,0,0,NW,0,0,0
2010/1/11 23:00,15,0,0,0,cv,0,0,0
2010/1/12 0:00,21,0,0,0,cv,0,0,0
2010/1/12 1:00,21,0,0,0,NE,0,0,0
2010/1/12 2:00,37,0,0,0,NW,0,0,0
2010/1/12 3:00,26,0,0,0,NE,0,0,0
2010/1/12 4:00,15,0,0,0,NE,0,0,0
2010/1/12 5:00,9,0,0,0,NW,0,0,0
2010/1/12 6:00,11,0,0,0,NW,0,0,0
2010/1/12 7:00,11,0,0,0,NW,0,0,0
2010/1/12 8:00,16,0,0,0,NW,0,0,0
2010/1/12 9:00,13,0,0,0,NW,0,0,0
2010/1/12 10:00,15,0,0,0,NW,0,0,0
2010/1/12 11:00,21,0,0,0,NW,0,0,0
2010/1/12 12:00,24,0,0,0,NW,0,0,0
2010/1/12 13:00,22,0,0,0,NW,0,0,0
2010/1/12 14:00,22,0,0,0,NW,0,0,0
2010/1/12 15:00,22,0,0,0,NW,0,0,0
2010/1/12 16:00,19,0,0,0,NW,0,0,0
2010/1/12 17:00,23,0,0,0,NW,0,0,0
2010/1/12 18:00,25,0,0,0,NW,0,0,0
2010/1/12 19:00,25,0,0,0,NW,0,0,0
2010/1/12 20:00,31,0,0,0,NW,0,0,0
2010/1/12 21:00,25,0,0,0,NW,0,0,0
2010/1/12 22:00,22,0,0,0,NW,0,0,0
2010/1/12 23:00,22,0,0,0,NW,0,0,0
2010/1/13 0:00,15,0,0,0,NW,0,0,0
2010/1/13 1:00,16,0,0,0,NW,0,0,0
2010/1/13 2:00,11,0,0,0,NW,0,0,0
2010/1/13 3:00,11,0,0,0,NW,0,0,0
2010/1/13 4:00,12,0,0,0,NW,0,0,0
2010/1/13 5:00,11,0,0,0,NW,0,0,0
2010/1/13 6:00,12,0,0,0,NW,0,0,0
2010/1/13 7:00,27,0,0,0,NW,0,0,0
2010/1/13 8:00,28,0,0,0,NW,0,0,0
2010/1/13 9:00,34,0,0,0,NW,0,0,0
2010/1/13 10:00,33,0,0,0,NW,0,0,0
2010/1/13 11:00,36,0,0,0,NW,0,0,0
2010/1/13 12:00,26,0,0,0,NW,0,0,0
2010/1/13 13:00,49,0,0,0,NW,0,0,0
2010/1/13 14:00,52,0,0,0,NW,0,0,0
2010/1/13 15:00,47,0,0,0,NW,0,0,0
2010/1/13 16:00,47,0,0,0,NW,0,0,0
2010/1/13 17:00,39,0,0,0,SE,0,0,0
2010/1/13 18:00,59,0,0,0,cv,0,0,0
2010/1/13 19:00,76,0,0,0,cv,0,0,0
2010/1/13 20:00,96,0,0,0,SE,0,0,0
2010/1/13 21:00,95,0,0,0,cv,0,0,0
2010/1/13 22:00,68,0,0,0,cv,0,0,0
2010/1/13 23:00,65,0,0,0,NE,0,0,0
2010/1/14 0:00,75,0,0,0,NE,0,0,0
2010/1/14 1:00,257,0,0,0,NE,0,0,0
2010/1/14 2:00,174,0,0,0,NW,0,0,0
2010/1/14 3:00,164,0,0,0,NW,0,0,0
2010/1/14 4:00,161,0,0,0,NW,0,0,0
2010/1/14 5:00,137,0,0,0,NW,0,0,0
2010/1/14 6:00,92,0,0,0,NW,0,0,0
2010/1/14 7:00,64,0,0,0,NW,0,0,0
2010/1/14 8:00,87,0,0,0,NW,0,0,0
2010/1/14 9:00,87,0,0,0,NW,0,0,0
2010/1/14 10:00,84,0,0,0,NW,0,0,0
2010/1/14 11:00,95,0,0,0,NW,0,0,0
2010/1/14 12:00,79,0,0,0,NW,0,0,0
2010/1/14 13:00,75,0,0,0,NW,0,0,0
2010/1/14 14:00,79,0,0,0,NW,0,0,0
2010/1/14 15:00,86,0,0,0,NW,0,0,0
2010/1/14 16:00,72,0,0,0,cv,0,0,0
2010/1/14 17:00,89,0,0,0,SE,0,0,0
2010/1/14 18:00,94,0,0,0,NW,0,0,0
2010/1/14 19:00,69,0,0,0,NW,0,0,0
2010/1/14 20:00,49,0,0,0,NW,0,0,0
2010/1/14 21:00,33,0,0,0,NW,0,0,0
2010/1/14 22:00,27,0,0,0,NE,0,0,0
2010/1/14 23:00,20,0,0,0,NE,0,0,0
2010/1/15 0:00,36,0,0,0,NE,0,0,0
2010/1/15 1:00,37,0,0,0,NW,0,0,0
2010/1/15 2:00,30,0,0,0,NW,0,0,0
2010/1/15 3:00,18,0,0,0,NW,0,0,0
2010/1/15 4:00,21,0,0,0,NW,0,0,0
2010/1/15 5:00,13,0,0,0,NE,0,0,0
2010/1/15 6:00,23,0,0,0,NE,0,0,0
2010/1/15 7:00,26,0,0,0,NE,0,0,0
2010/1/15 8:00,27,0,0,0,NE,0,0,0
2010/1/15 9:00,30,0,0,0,NE,0,0,0
2010/1/15 10:00,28,0,0,0,NE,0,0,0
2010/1/15 11:00,26,0,0,0,NE,0,0,0
2010/1/15 12:00,26,0,0,0,NE,0,0,0
2010/1/15 13:00,31,0,0,0,NW,0,0,0
2010/1/15 14:00,35,0,0,0,cv,0,0,0
2010/1/15 15:00,36,0,0,0,cv,0,0,0
2010/1/15 16:00,37,0,0,0,cv,0,0,0
2010/1/15 17:00,64,0,0,0,SE,0,0,0
2010/1/15 18:00,83,0,0,0,cv,0,0,0
2010/1/15 19:00,91,0,0,0,cv,0,0,0
2010/1/15 20:00,90,0,0,0,SE,0,0,0
2010/1/15 21:00,102,0,0,0,SE,0,0,0
2010/1/15 22:00,94,0,0,0,cv,0,0,0
2010/1/15 23:00,87,0,0,0,cv,0,0,0
2010/1/16 0:00,141,0,0,0,cv,0,0,0
2010/1/16 1:00,211,0,0,0,NE,0,0,0
2010/1/16 2:00,242,0,0,0,cv,0,0,0
2010/1/16 3:00,271,0,0,0,NE,0,0,0
2010/1/16 4:00,249,0,0,0,NE,0,0,0
2010/1/16 5:00,200,0,0,0,NW,0,0,0
2010/1/16 6:00,147,0,0,0,NW,0,0,0
2010/1/16 7:00,114,0,0,0,NW,0,0,0
2010/1/16 8:00,102,0,0,0,NW,0,0,0
2010/1/16 9:00,108,0,0,0,NW,0,0,0
2010/1/16 10:00,135,0,0,0,NW,0,0,0
2010/1/16 11:00,120,0,0,0,cv,0,0,0
2010/1/16 12:00,148,0,0,0,NW,0,0,0
2010/1/16 13:00,127,0,0,0,cv,0,0,0
2010/1/16 14:00,128,0,0,0,cv,0,0,0
2010/1/16 15:00,140,0,0,0,cv,0,0,0
2010/1/16 16:00,148,0,0,0,cv,0,0,0
2010/1/16 17:00,150,0,0,0,NE,0,0,0
2010/1/16 18:00,154,0,0,0,cv,0,0,0
2010/1/16 19:00,197,0,0,0,cv,0,0,0
2010/1/16 20:00,235,0,0,0,cv,0,0,0
2010/1/16 21:00,261,0,0,0,cv,0,0,0
2010/1/16 22:00,269,0,0,0,NW,0,0,0
2010/1/16 23:00,266,0,0,0,NW,0,0,0
2010/1/17 0:00,263,0,0,0,NW,0,0,0
2010/1/17 1:00,241,0,0,0,cv,0,0,0
2010/1/17 2:00,205,0,0,0,cv,0,0,0
2010/1/17 3:00,160,0,0,0,NW,0,0,0
2010/1/17 4:00,150,0,0,0,NW,0,0,0
2010/1/17 5:00,148,0,0,0,NW,0,0,0
2010/1/17 6:00,208,0,0,0,NW,0,0,0
2010/1/17 7:00,209,0,0,0,NW,0,0,0
2010/1/17 8:00,183,0,0,0,NW,0,0,0
2010/1/17 9:00,161,0,0,0,NW,0,0,0
2010/1/17 10:00,182,0,0,0,cv,0,0,0
2010/1/17 11:00,230,0,0,0,cv,0,0,0
2010/1/17 12:00,170,0,0,0,cv,0,0,0
2010/1/17 13:00,172,0,0,0,cv,0,0,0
2010/1/17 14:00,154,0,0,0,cv,0,0,0
2010/1/17 15:00,166,0,0,0,cv,0,0,0
2010/1/17 16:00,177,0,0,0,SE,0,0,0
2010/1/17 17:00,191,0,0,0,SE,0,0,0
2010/1/17 18:00,212,0,0,0,SE,0,0,0
2010/1/17 19:00,250,0,0,0,NE,0,0,0
